"Station","BCI","Species","TimePeriod","Area","time.since.fire","time.since.fire.noneg"
"B14",4,"Deer - Doe","Pre","Outside",-1,0
"B14",4,"Deer - Doe","Pre","Outside",-1,0
"E13",3,"Deer - Buck","Pre","Outside",-1,0
"E13",3,"Deer - Doe","Pre","Outside",-1,0
"B14",3,"Deer - Buck","Pre","Outside",0,0
"B14",3,"Deer - Doe","Pre","Outside",0,0
"B14",3,"Deer - Doe","Pre","Outside",0,0
"B14",3,"Deer - Doe","Pre","Outside",0,0
"B14",3,"Deer - Doe","Pre","Outside",0,0
"B14",4,"Deer - Doe","Pre","Outside",0,0
"D14",1,"Deer - Doe","Pre","Outside",0,0
"D14",2,"Deer - Doe","Pre","Outside",0,0
"B12",3,"Deer - Doe","Post","Outside",1,1
"B14",2,"Deer - Buck","Post","Outside",1,1
"B14",3,"Deer - Buck","Post","Outside",1,1
"B14",3,"Deer - Buck","Post","Outside",1,1
"B14",2,"Deer - Doe","Post","Outside",1,1
"B14",2,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",3,"Deer - Doe","Post","Outside",1,1
"B14",4,"Deer - Doe","Post","Outside",1,1
"B14",4,"Deer - Doe","Post","Outside",1,1
"D14",2,"Deer - Doe","Post","Outside",1,1
"D14",4,"Deer - Doe","Post","Outside",1,1
"B14",2,"Deer - Buck","Post","Outside",2,2
"B14",3,"Deer - Buck","Post","Outside",2,2
"B14",1,"Deer - Doe","Post","Outside",2,2
"B14",2,"Deer - Doe","Post","Outside",2,2
"B14",3,"Deer - Doe","Post","Outside",2,2
"B14",3,"Deer - Doe","Post","Outside",2,2
"B14",3,"Deer - Doe","Post","Outside",2,2
"B14",3,"Deer - Doe","Post","Outside",2,2
"D14",4,"Deer - Doe","Post","Outside",2,2
"D16",3,"Deer - Doe","Post","Outside",2,2
"E13",4,"Deer - Doe","Post","Outside",4,4
"E15",2,"Deer - Doe","Post","Outside",5,5
"B14",4,"Deer - Doe","Post","Outside",6,6
"C17",3,"Deer - Doe","Post","Outside",6,6
"E13",3,"Deer - Buck","Post","Outside",6,6
"E13",4,"Deer - Doe","Post","Outside",6,6
"B14",3,"Deer - Doe","Post","Outside",7,7
"B14",3,"Deer - Doe","Post","Outside",7,7
"B14",4,"Deer - Doe","Post","Outside",7,7
"B14",4,"Deer - Doe","Post","Outside",7,7
"D12",4,"Deer - Doe","Post","Outside",7,7
"E15",3,"Deer - Doe","Post","Outside",7,7
"B14",4,"Deer - Buck","Post","Outside",8,8
"B14",2,"Deer - Doe","Post","Outside",8,8
"B14",3,"Deer - Doe","Post","Outside",8,8
"B14",4,"Deer - Doe","Post","Outside",8,8
"E13",3,"Deer - Buck","Post","Outside",8,8
"E13",4,"Deer - Doe","Post","Outside",8,8
"B14",3,"Deer - Doe","Post","Outside",9,9
"E13",4,"Deer - Doe","Post","Outside",9,9
"B14",3,"Deer - Doe","Post","Outside",11,11
"B14",3,"Deer - Doe","Post","Outside",11,11
"D14",3,"Deer - Doe","Post","Outside",11,11
"E13",3,"Deer - Doe","Post","Outside",11,11
"E13",4,"Deer - Doe","Post","Outside",11,11
"F10",3,"Deer - Buck","Post","Outside",11,11
"B14",3,"Deer - Buck","Post","Outside",12,12
"B14",4,"Deer - Doe","Post","Outside",12,12
"D12",2,"Deer - Doe","Post","Outside",12,12
"D12",2,"Deer - Doe","Post","Outside",12,12
"B14",3,"Deer - Doe","Post","Outside",13,13
"B14",4,"Deer - Doe","Post","Outside",13,13
"D16",3,"Deer - Doe","Post","Outside",13,13
"D16",3,"Deer - Doe","Post","Outside",14,14
"D16",4,"Deer - Doe","Post","Outside",14,14
"B14",4,"Deer - Doe","Post","Outside",15,15
"E13",4,"Deer - Doe","Post","Outside",16,16
"D14",3,"Deer - Doe","Post","Outside",17,17
"F10",3,"Deer - Doe","Post","Outside",17,17
"F10",4,"Deer - Doe","Post","Outside",17,17
"B14",2,"Deer - Doe","Post","Outside",18,18
"B14",3,"Deer - Doe","Post","Outside",18,18
"B14",3,"Deer - Doe","Post","Outside",18,18
"B14",3,"Deer - Doe","Post","Outside",18,18
"B14",4,"Deer - Doe","Post","Outside",18,18
"B14",4,"Deer - Doe","Post","Outside",18,18
"D12",3,"Deer - Doe","Post","Outside",18,18
"D16",4,"Deer - Doe","Post","Outside",18,18
"F10",3,"Deer - Doe","Post","Outside",18,18
"B14",3,"Deer - Doe","Post","Outside",19,19
"B14",3,"Deer - Doe","Post","Outside",19,19
"D12",4,"Deer - Doe","Post","Outside",19,19
"D12",4,"Deer - Doe","Post","Outside",19,19
"E13",4,"Deer - Doe","Post","Outside",19,19
"F10",3,"Deer - Doe","Post","Outside",19,19
"E13",1,"Deer - Doe","Post","Outside",20,20
"B14",3,"Deer - Doe","Post","Outside",21,21
"B14",3,"Deer - Doe","Post","Outside",21,21
"C17",4,"Deer - Doe","Post","Outside",22,22
"D16",3,"Deer - Doe","Post","Outside",22,22
"D16",4,"Deer - Doe","Post","Outside",22,22
"B12",4,"Deer - Buck","Post","Outside",23,23
"B14",3,"Deer - Buck","Post","Outside",23,23
"B14",3,"Deer - Buck","Post","Outside",23,23
"B14",2,"Deer - Doe","Post","Outside",23,23
"B14",3,"Deer - Buck","Post","Outside",24,24
"B14",3,"Deer - Doe","Post","Outside",24,24
"B12",3,"Deer - Doe","Post","Outside",25,25
