NA,X.1,X,Device.Name,AnimalID,Device.ID,Date...Time..GMT.,Date...Time..Local.,Latitude,Longitude,Altitude,Fix.Status,DOP,Temp..C.,Main..V.,Back..V.,Capture_Pasture,TimeStamp,TimeStamp1
275,10757,10757,HRG 192 F2,F2,41886,43308.00015,43307.66682,39.0149622,-123.0672586,530.96,3D-V Fix,2.4,38,3.6,0.08,Orchard,2018-7-26 17:0:0,7/26/18 17:00
276,10758,10758,HRG 192 F2,F2,41886,43308.04203,43307.70869,39.0154483,-123.0680322,529.48,3D-V Fix,3.6,37,3.6,0.08,Orchard,2018-7-26 18:0:0,7/26/18 18:00
277,10759,10759,HRG 192 F2,F2,41886,43308.08387,43307.75053,39.0145775,-123.0667136,556.65,3D-V Fix,2.4,35,3.6,0.08,Orchard,2018-7-26 19:0:0,7/26/18 19:00
278,10760,10760,HRG 192 F2,F2,41886,43308.12515,43307.79182,39.0145744,-123.0667461,560.25,3D-V Fix,2.8,33,3.6,0.08,Orchard,2018-7-26 20:0:0,7/26/18 20:00
279,10761,10761,HRG 192 F2,F2,41886,43308.16672,43307.83339,39.0141836,-123.0664006,562.99,3D-V Fix,3.4,26,3.6,0.08,Orchard,2018-7-26 21:0:0,7/26/18 21:00
280,10762,10762,HRG 192 F2,F2,41886,43308.20889,43307.87556,39.0137367,-123.0659725,565.44,3D-V Fix,2.6,27,3.52,0.08,Orchard,2018-7-26 22:0:0,7/26/18 22:00
281,10763,10763,HRG 192 F2,F2,41886,43308.25035,43307.91701,39.0138042,-123.0658728,567.34,3D-V Fix,4,28,3.6,0.08,Orchard,2018-7-26 23:0:0,7/26/18 23:00
282,10764,10764,HRG 192 F2,F2,41886,43308.29201,43307.95868,39.0137894,-123.0658578,575.68,3D-V Fix,2,28,3.52,0.08,Orchard,2018-7-27 0:0:0,7/27/18 0:00
283,10765,10765,HRG 192 F2,F2,41886,43308.33351,43308.00017,39.0139917,-123.0661578,549.59,3D-V Fix,5.6,26,3.6,0.08,Orchard,2018-7-27 1:0:0,7/27/18 1:00
284,10766,10766,HRG 192 F2,F2,41886,43308.37524,43308.04191,39.0153767,-123.0657125,575.83,3D-V Fix,4.8,25,3.6,0.08,Orchard,2018-7-27 2:0:0,7/27/18 2:00
285,10767,10767,HRG 192 F2,F2,41886,43308.41734,43308.084,39.0156786,-123.06584,564.64,3D-V Fix,2.2,25,3.52,0.08,Orchard,2018-7-27 3:0:0,7/27/18 3:00
286,10768,10768,HRG 192 F2,F2,41886,43308.45868,43308.12535,39.0156611,-123.0658308,567.02,3D-V Fix,2.4,26,3.52,0.08,Orchard,2018-7-27 4:0:0,7/27/18 4:00
287,10769,10769,HRG 192 F2,F2,41886,43308.50016,43308.16683,39.0151933,-123.0662025,558.04,3D-V Fix,2.4,26,3.6,0.08,Orchard,2018-7-27 5:0:0,7/27/18 5:00
288,10770,10770,HRG 192 F2,F2,41886,43308.54196,43308.20862,39.0150344,-123.0663469,549.64,3D-V Fix,2,26,3.6,0.16,Orchard,2018-7-27 6:0:0,7/27/18 6:00
289,10771,10771,HRG 192 F2,F2,41886,43308.58377,43308.25044,39.0148236,-123.0665511,554.7,3D-V Fix,4.8,24,3.52,0.16,Orchard,2018-7-27 7:0:0,7/27/18 7:00
290,10772,10772,HRG 192 F2,F2,41886,43308.62516,43308.29183,39.0149003,-123.0665242,547.36,3D-V Fix,2.2,28,3.6,0.08,Orchard,2018-7-27 8:0:0,7/27/18 8:00
291,10773,10773,HRG 192 F2,F2,41886,43308.66703,43308.33369,39.0148764,-123.0667617,582.4,3D-V Fix,8.6,29,3.52,0.08,Orchard,2018-7-27 9:0:0,7/27/18 9:00
292,10774,10774,HRG 192 F2,F2,41886,43308.70922,43308.37589,39.0150583,-123.0670581,552.71,3D-V Fix,2.8,28,3.52,0.16,Orchard,2018-7-27 10:1:0,7/27/18 10:01
293,10775,10775,HRG 192 F2,F2,41886,43308.75035,43308.41701,39.0151344,-123.0669517,551.83,3D-V Fix,2.4,31,3.52,0.08,Orchard,2018-7-27 11:0:0,7/27/18 11:00
294,10776,10776,HRG 192 F2,F2,41886,43308.79191,43308.45858,39.0151558,-123.0675547,533.02,3D-V Fix,2.2,35,3.6,0.08,Orchard,2018-7-27 12:0:0,7/27/18 12:00
295,10777,10777,HRG 192 F2,F2,41886,43308.83369,43308.50036,39.0170217,-123.0689106,548.96,3D-V Fix,3.2,37,3.6,0.08,Orchard,2018-7-27 13:0:0,7/27/18 13:00
296,10778,10778,HRG 192 F2,F2,41886,43308.87563,43308.54229,39.0170828,-123.0690375,542.17,3D-V Fix,2.4,37,3.52,0.08,Orchard,2018-7-27 14:0:0,7/27/18 14:00
297,10779,10779,HRG 192 F2,F2,41886,43308.91731,43308.58398,39.0151933,-123.0685719,558.03,3D-V Fix,9.2,39,3.52,0.08,Orchard,2018-7-27 15:0:0,7/27/18 15:00
298,10780,10780,HRG 192 F2,F2,41886,43308.95868,43308.62535,39.0152342,-123.0681897,549.29,3D-V Fix,2.4,37,3.6,0.08,Orchard,2018-7-27 16:0:0,7/27/18 16:00
301,15309,15309,HRG 40 H1,H1,41735,43218.4938,43218.16046,39.0004272,-123.0795808,227.42,3D-V Fix,2.2,18,3.52,3.52,Pepperwood,2018-4-28 4:51:0,4/28/18 4:51
302,15310,15310,HRG 40 H1,H1,41735,43218.49462,43218.16128,39.0004314,-123.0792469,218.91,3D Fix,2.8,18,3.52,3.6,Pepperwood,2018-4-28 4:52:0,4/28/18 4:52
303,15311,15311,HRG 40 H1,H1,41735,43218.49589,43218.16256,39.0001397,-123.0794828,215.98,3D-V Fix,2.2,18,3.52,3.6,Pepperwood,2018-4-28 4:54:0,4/28/18 4:54
304,15312,15312,HRG 40 H1,H1,41735,43218.4975,43218.16417,39.0005856,-123.0796203,218.42,3D-V Fix,4.6,18,3.52,3.6,Pepperwood,2018-4-28 4:56:0,4/28/18 4:56
305,15313,15313,HRG 40 H1,H1,41735,43218.49772,43218.16439,39.0005256,-123.0797322,245.72,3D-V Fix,4.6,18,3.52,3.52,Pepperwood,2018-4-28 4:56:0,4/28/18 4:56
306,15314,15314,HRG 40 H1,H1,41735,43218.49795,43218.16462,39.0006175,-123.0798158,258.53,3D-V Fix,4.6,18,3.52,3.6,Pepperwood,2018-4-28 4:57:0,4/28/18 4:57
307,15315,15315,HRG 40 H1,H1,41735,43218.49819,43218.16486,39.0005344,-123.0796344,230.21,3D-V Fix,2,18,3.52,3.52,Pepperwood,2018-4-28 4:57:0,4/28/18 4:57
308,15316,15316,HRG 40 H1,H1,41735,43218.49834,43218.16501,39.0005003,-123.0797264,249.17,3D-V Fix,2,18,3.52,3.52,Pepperwood,2018-4-28 4:57:0,4/28/18 4:57
309,15317,15317,HRG 40 H1,H1,41735,43218.49877,43218.16544,39.0005114,-123.0795061,257.2,3D-V Fix,2.6,18,3.52,3.6,Pepperwood,2018-4-28 4:58:0,4/28/18 4:58
310,15318,15318,HRG 40 H1,H1,41735,43218.49906,43218.16573,39.0005994,-123.0796964,246.7,3D-V Fix,2.6,18,3.52,3.52,Pepperwood,2018-4-28 4:58:0,4/28/18 4:58
311,15319,15319,HRG 40 H1,H1,41735,43218.49927,43218.16594,39.0005031,-123.0797578,244.03,3D-V Fix,2,18,3.52,3.6,Pepperwood,2018-4-28 4:58:0,4/28/18 4:58
312,15320,15320,HRG 40 H1,H1,41735,43218.49973,43218.1664,39.0006581,-123.0798561,248.21,3D-V Fix,3,18,3.52,3.52,Pepperwood,2018-4-28 4:59:0,4/28/18 4:59
313,15321,15321,HRG 40 H1,H1,41735,43218.5,43218.16667,39.0006047,-123.0797178,236.44,3D-V Fix,3,18,3.52,3.52,Pepperwood,2018-4-28 5:0:0,4/28/18 5:00
314,15322,15322,HRG 40 H1,H1,41735,43218.54333,43218.21,39.00034,-123.0798219,263.2,3D Fix,6.4,17,3.52,3.52,Pepperwood,2018-4-28 6:2:0,4/28/18 6:02
316,15324,15324,HRG 40 H1,H1,41735,43218.62703,43218.29369,39.0002692,-123.0798414,293.57,3D Fix,5.6,17,3.52,3.52,Pepperwood,2018-4-28 8:2:0,4/28/18 8:02
324,15332,15332,HRG 40 H1,H1,41735,43284.99931,43284.66597,38.9999769,-123.0815128,233.54,3D-V Fix,2.2,39,3.52,3.6,Pepperwood,2018-7-3 16:59:0,7/3/18 16:59
325,15333,15333,HRG 40 H1,H1,41735,43285.00017,43284.66684,39.0000153,-123.0815219,233.05,3D-V Fix,2.2,40,3.52,3.6,Pepperwood,2018-7-3 17:0:0,7/3/18 17:00
326,15334,15334,HRG 40 H1,H1,41735,43285.04201,43284.70868,38.9999944,-123.0814808,235.88,3D-V Fix,3.2,48,3.6,3.6,Pepperwood,2018-7-3 18:0:0,7/3/18 18:00
327,15335,15335,HRG 40 H1,H1,41735,43285.08354,43284.75021,39.0000061,-123.0814228,232.71,3D-V Fix,2.8,34,3.6,3.52,Pepperwood,2018-7-3 19:0:0,7/3/18 19:00
328,15336,15336,HRG 40 H1,H1,41735,43285.12527,43284.79193,39.0002725,-123.0816839,275.63,3D-V Fix,5.2,28,3.52,3.6,Pepperwood,2018-7-3 20:0:0,7/3/18 20:00
329,15337,15337,HRG 40 H1,H1,41735,43285.16722,43284.83389,39.0000122,-123.0814714,241.41,3D-V Fix,2.8,23,3.52,3.6,Pepperwood,2018-7-3 21:0:0,7/3/18 21:00
330,15338,15338,HRG 40 H1,H1,41735,43285.2085,43284.87516,38.9999289,-123.0815217,256,3D-V Fix,3,20,3.52,3.6,Pepperwood,2018-7-3 22:0:0,7/3/18 22:00
331,15339,15339,HRG 40 H1,H1,41735,43285.25054,43284.91721,39.00002,-123.0815136,246.7,3D-V Fix,3.6,18,3.52,3.6,Pepperwood,2018-7-3 23:0:0,7/3/18 23:00
332,15340,15340,HRG 40 H1,H1,41735,43285.29186,43284.95853,38.9999756,-123.0814783,241.67,3D-V Fix,4.2,17,3.52,3.6,Pepperwood,2018-7-4 0:0:0,7/4/18 0:00
333,15341,15341,HRG 40 H1,H1,41735,43285.33355,43285.00022,39.0000142,-123.0816161,247.49,3D-V Fix,2.2,15,3.52,3.52,Pepperwood,2018-7-4 1:0:0,7/4/18 1:00
334,15342,15342,HRG 40 H1,H1,41735,43285.37521,43285.04188,38.9999772,-123.0814942,241.45,3D-V Fix,2.4,14,3.52,3.52,Pepperwood,2018-7-4 2:0:0,7/4/18 2:00
335,15343,15343,HRG 40 H1,H1,41735,43285.41736,43285.08403,39.00002,-123.0814228,233.97,3D-V Fix,6.4,14,3.52,3.6,Pepperwood,2018-7-4 3:0:0,7/4/18 3:00
336,15344,15344,HRG 40 H1,H1,41735,43285.45889,43285.12556,39.0000044,-123.0814294,236.12,3D-V Fix,1.8,13,3.52,3.6,Pepperwood,2018-7-4 4:0:0,7/4/18 4:00
337,15345,15345,HRG 40 H1,H1,41735,43285.4891,43285.15576,38.9998953,-123.0815186,255.84,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:44:0,7/4/18 4:44
338,15346,15346,HRG 40 H1,H1,41735,43285.48941,43285.15608,39.0000564,-123.0815253,238.53,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:44:0,7/4/18 4:44
339,15347,15347,HRG 40 H1,H1,41735,43285.48956,43285.15623,38.99997,-123.0815208,250.39,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:44:0,7/4/18 4:44
340,15348,15348,HRG 40 H1,H1,41735,43285.48971,43285.15638,38.9999628,-123.0814792,249.79,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:45:0,7/4/18 4:45
341,15349,15349,HRG 40 H1,H1,41735,43285.48986,43285.15653,38.9999431,-123.0814533,247.71,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:45:0,7/4/18 4:45
342,15350,15350,HRG 40 H1,H1,41735,43285.49,43285.15667,38.9997842,-123.0814592,258.39,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:45:0,7/4/18 4:45
343,15351,15351,HRG 40 H1,H1,41735,43285.49012,43285.15678,38.9999747,-123.0815497,252.92,3D-V Fix,3,13,3.52,3.52,Pepperwood,2018-7-4 4:45:0,7/4/18 4:45
344,15352,15352,HRG 40 H1,H1,41735,43285.49078,43285.15744,38.9998433,-123.0814828,245.49,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:46:0,7/4/18 4:46
345,15353,15353,HRG 40 H1,H1,41735,43285.49095,43285.15762,38.9998736,-123.0814539,246.1,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:46:0,7/4/18 4:46
346,15354,15354,HRG 40 H1,H1,41735,43285.49109,43285.15775,38.9999333,-123.0815047,247.47,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:47:0,7/4/18 4:47
347,15355,15355,HRG 40 H1,H1,41735,43285.49123,43285.15789,38.9999336,-123.0815008,241.08,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:47:0,7/4/18 4:47
348,15356,15356,HRG 40 H1,H1,41735,43285.49145,43285.15811,38.9998964,-123.0814017,238.22,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:47:0,7/4/18 4:47
349,15357,15357,HRG 40 H1,H1,41735,43285.4916,43285.15826,38.9998978,-123.0813989,241.2,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:47:0,7/4/18 4:47
350,15358,15358,HRG 40 H1,H1,41735,43285.49174,43285.1584,38.9999433,-123.0814722,244.5,3D-V Fix,2.8,13,3.52,3.52,Pepperwood,2018-7-4 4:48:0,7/4/18 4:48
351,15359,15359,HRG 40 H1,H1,41735,43285.96111,43285.62778,39.0020417,-123.0855664,220.6,3D-V Fix,2.4,25,3.52,3.6,Pepperwood,2018-7-4 16:3:0,7/4/18 16:03
352,15360,15360,HRG 40 H1,H1,41735,43286.00035,43285.66701,39.0000553,-123.0814,233.93,3D-V Fix,2.2,37,3.6,3.6,Pepperwood,2018-7-4 17:0:0,7/4/18 17:00
353,15361,15361,HRG 40 H1,H1,41735,43286.04222,43285.70889,39.0000114,-123.0814067,233.57,3D-V Fix,3.2,39,3.6,3.6,Pepperwood,2018-7-4 18:0:0,7/4/18 18:00
354,15362,15362,HRG 40 H1,H1,41735,43286.08341,43285.75008,39.0000317,-123.0813792,216.5,3D-V Fix,2.2,31,3.6,3.6,Pepperwood,2018-7-4 19:0:0,7/4/18 19:00
355,15363,15363,HRG 40 H1,H1,41735,43286.12569,43285.79236,39.0000567,-123.0815214,232.14,3D-V Fix,3,25,3.52,3.6,Pepperwood,2018-7-4 20:0:0,7/4/18 20:00
356,15364,15364,HRG 40 H1,H1,41735,43286.16722,43285.83389,39.00017,-123.0814542,242.04,3D-V Fix,2.6,21,3.52,3.6,Pepperwood,2018-7-4 21:0:0,7/4/18 21:00
357,15365,15365,HRG 40 H1,H1,41735,43286.20843,43285.87509,38.9999192,-123.0813122,241.45,3D-V Fix,3.4,18,3.52,3.6,Pepperwood,2018-7-4 22:0:0,7/4/18 22:00
358,15366,15366,HRG 40 H1,H1,41735,43286.25035,43285.91701,39.0000475,-123.0814075,246.09,3D-V Fix,2,17,3.52,3.6,Pepperwood,2018-7-4 23:0:0,7/4/18 23:00
359,15367,15367,HRG 40 H1,H1,41735,43286.29184,43285.95851,39.0000594,-123.0814058,228.59,3D-V Fix,3.4,16,3.52,3.6,Pepperwood,2018-7-5 0:0:0,7/5/18 0:00
360,15368,15368,HRG 40 H1,H1,41735,43286.30216,43285.96883,39.0000797,-123.0814053,225.79,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:15:0,7/5/18 0:15
361,15369,15369,HRG 40 H1,H1,41735,43286.30231,43285.96898,39.0000864,-123.0814239,218.52,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:15:0,7/5/18 0:15
362,15370,15370,HRG 40 H1,H1,41735,43286.30247,43285.96913,39.0001783,-123.0814806,217.06,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:15:0,7/5/18 0:15
363,15371,15371,HRG 40 H1,H1,41735,43286.30262,43285.96928,39.0000836,-123.081415,226.84,3D-V Fix,3.6,16,3.52,3.52,Pepperwood,2018-7-5 0:15:0,7/5/18 0:15
364,15372,15372,HRG 40 H1,H1,41735,43286.30277,43285.96943,38.99998,-123.0813558,234.71,3D-V Fix,3.6,16,3.52,3.52,Pepperwood,2018-7-5 0:15:0,7/5/18 0:15
365,15373,15373,HRG 40 H1,H1,41735,43286.30292,43285.96958,39.0000997,-123.0814125,235.78,3D-V Fix,3.6,16,3.52,3.52,Pepperwood,2018-7-5 0:16:0,7/5/18 0:16
366,15374,15374,HRG 40 H1,H1,41735,43286.30307,43285.96973,39.0002067,-123.0815264,230.63,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:16:0,7/5/18 0:16
367,15375,15375,HRG 40 H1,H1,41735,43286.30322,43285.96988,39.00014,-123.0814567,231.85,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:16:0,7/5/18 0:16
368,15376,15376,HRG 40 H1,H1,41735,43286.30337,43285.97003,39.0001,-123.0815106,221.42,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:16:0,7/5/18 0:16
369,15377,15377,HRG 40 H1,H1,41735,43286.30352,43285.97019,39.0001353,-123.0815067,218.17,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:17:0,7/5/18 0:17
370,15378,15378,HRG 40 H1,H1,41735,43286.30367,43285.97034,39.0000828,-123.0814183,228.55,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:17:0,7/5/18 0:17
371,15379,15379,HRG 40 H1,H1,41735,43286.30381,43285.97047,39.0001061,-123.0814722,223.79,3D-V Fix,3.6,16,3.52,3.52,Pepperwood,2018-7-5 0:17:0,7/5/18 0:17
372,15380,15380,HRG 40 H1,H1,41735,43286.30395,43285.97061,39.0001344,-123.08151,219.88,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:17:0,7/5/18 0:17
373,15381,15381,HRG 40 H1,H1,41735,43286.3041,43285.97076,39.00013,-123.0815225,217.32,3D-V Fix,3.6,16,3.52,3.6,Pepperwood,2018-7-5 0:17:0,7/5/18 0:17
374,15382,15382,HRG 40 H1,H1,41735,43286.33346,43286.00013,38.9999606,-123.0812781,258.04,3D-V Fix,4.2,15,3.52,3.6,Pepperwood,2018-7-5 1:0:0,7/5/18 1:00
375,15383,15383,HRG 40 H1,H1,41735,43286.37563,43286.04229,39.0000364,-123.0813564,244.44,3D-V Fix,2,14,3.52,3.52,Pepperwood,2018-7-5 2:0:0,7/5/18 2:00
376,15384,15384,HRG 40 H1,H1,41735,43286.41686,43286.08353,39.0000106,-123.08141,235.27,3D-V Fix,5.2,13,3.52,3.52,Pepperwood,2018-7-5 3:0:0,7/5/18 3:00
377,15385,15385,HRG 40 H1,H1,41735,43286.45868,43286.12535,39.0000125,-123.0814075,242.95,3D-V Fix,2.4,12,3.52,3.52,Pepperwood,2018-7-5 4:0:0,7/5/18 4:00
378,15386,15386,HRG 40 H1,H1,41735,43286.50056,43286.16722,39.0000242,-123.0814286,228.63,3D-V Fix,2.2,12,3.52,3.52,Pepperwood,2018-7-5 5:0:0,7/5/18 5:00
379,15387,15387,HRG 40 H1,H1,41735,43286.54178,43286.20845,38.9999639,-123.0811511,235.31,3D-V Fix,3.8,11,3.52,3.52,Pepperwood,2018-7-5 6:0:0,7/5/18 6:00
380,15388,15388,HRG 40 H1,H1,41735,43286.58345,43286.25012,39.0131208,-123.0663058,544.99,3D-V Fix,3.8,13,3.52,3.52,Pepperwood,2018-7-5 7:0:0,7/5/18 7:00
381,15389,15389,HRG 40 H1,H1,41735,43286.62556,43286.29222,39.0384267,-123.0920414,663.03,3D-V Fix,1.8,18,3.52,3.6,Pepperwood,2018-7-5 8:0:0,7/5/18 8:00
382,15390,15390,HRG 40 H1,H1,41735,43286.66701,43286.33368,39.0020522,-123.0853539,241.41,3D-V Fix,2,19,3.52,3.52,Pepperwood,2018-7-5 9:0:0,7/5/18 9:00
383,15391,15391,HRG 40 H1,H1,41735,43286.70854,43286.37521,39.0020822,-123.0855936,273.82,3D-V Fix,2.4,21,3.6,3.6,Pepperwood,2018-7-5 10:0:0,7/5/18 10:00
384,15392,15392,HRG 40 H1,H1,41735,43286.75014,43286.41681,39.0206478,-123.0907431,419.07,3D-V Fix,3.2,25,3.6,3.6,Pepperwood,2018-7-5 11:0:0,7/5/18 11:00
385,15393,15393,HRG 40 H1,H1,41735,43286.79201,43286.45868,39.0020067,-123.0855211,211.09,3D-V Fix,2.4,31,3.52,3.6,Pepperwood,2018-7-5 12:0:0,7/5/18 12:00
386,15394,15394,HRG 40 H1,H1,41735,43291.16764,43290.83431,39.0017425,-123.0854997,198.06,3D-V Fix,3.4,25,3.52,3.6,Pepperwood,2018-7-9 21:1:0,7/9/18 21:01
387,15395,15395,HRG 40 H1,H1,41735,43291.20889,43290.87556,39.0017461,-123.0856039,218.24,3D-V Fix,5.8,25,3.52,3.6,Pepperwood,2018-7-9 22:0:0,7/9/18 22:00
388,15396,15396,HRG 40 H1,H1,41735,43291.25152,43290.91818,39.0018658,-123.0856072,195.45,3D-V Fix,7.6,25,3.52,3.6,Pepperwood,2018-7-9 23:2:0,7/9/18 23:02
389,15397,15397,HRG 40 H1,H1,41735,43291.29212,43290.95878,39.0022897,-123.0858561,157.98,3D-V Fix,7.2,25,3.52,3.6,Pepperwood,2018-7-10 0:0:0,7/10/18 0:00
391,15399,15399,HRG 40 H1,H1,41735,43291.37601,43291.04267,39.0019064,-123.0855647,189.88,3D-V Fix,2.8,25,3.52,3.6,Pepperwood,2018-7-10 2:1:0,7/10/18 2:01
392,15400,15400,HRG 40 H1,H1,41735,43291.41722,43291.08389,39.0019897,-123.0855533,213.43,3D-V Fix,2.4,24,3.52,3.6,Pepperwood,2018-7-10 3:0:0,7/10/18 3:00
393,15401,15401,HRG 40 H1,H1,41735,43291.4588,43291.12546,39.0023192,-123.0857011,246.11,3D-V Fix,3,24,3.52,3.6,Pepperwood,2018-7-10 4:0:0,7/10/18 4:00
394,15402,15402,HRG 40 H1,H1,41735,43291.49201,43291.15868,39.0020747,-123.0855317,227.18,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:48:0,7/10/18 4:48
395,15403,15403,HRG 40 H1,H1,41735,43291.49218,43291.15884,39.0021197,-123.08559,240.08,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:48:0,7/10/18 4:48
396,15404,15404,HRG 40 H1,H1,41735,43291.49236,43291.15903,39.0022842,-123.0856636,254.07,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:48:0,7/10/18 4:48
397,15405,15405,HRG 40 H1,H1,41735,43291.49248,43291.15914,39.0019583,-123.0857125,166.88,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:49:0,7/10/18 4:49
398,15406,15406,HRG 40 H1,H1,41735,43291.49273,43291.1594,39.0020528,-123.0856925,200.02,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:49:0,7/10/18 4:49
399,15407,15407,HRG 40 H1,H1,41735,43291.49291,43291.15957,39.0020078,-123.0855672,226.83,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:49:0,7/10/18 4:49
400,15408,15408,HRG 40 H1,H1,41735,43291.49309,43291.15976,39.0021308,-123.0855769,238.58,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:50:0,7/10/18 4:50
401,15409,15409,HRG 40 H1,H1,41735,43291.49326,43291.15993,39.0017936,-123.0855533,195.81,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:50:0,7/10/18 4:50
402,15410,15410,HRG 40 H1,H1,41735,43291.49343,43291.16009,39.0017314,-123.0855272,185.26,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:50:0,7/10/18 4:50
403,15411,15411,HRG 40 H1,H1,41735,43291.49359,43291.16025,39.0020294,-123.0855825,219.11,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:50:0,7/10/18 4:50
404,15412,15412,HRG 40 H1,H1,41735,43291.49375,43291.16042,39.0020647,-123.0855639,230.16,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 4:51:0,7/10/18 4:51
405,15413,15413,HRG 40 H1,H1,41735,43291.49391,43291.16058,39.0021072,-123.0855644,238.63,3D-V Fix,2.6,25,3.52,3.6,Pepperwood,2018-7-10 4:51:0,7/10/18 4:51
406,15414,15414,HRG 40 H1,H1,41735,43291.49407,43291.16074,39.0021247,-123.0855778,247.33,3D-V Fix,2.6,25,3.52,3.6,Pepperwood,2018-7-10 4:51:0,7/10/18 4:51
407,15415,15415,HRG 40 H1,H1,41735,43291.49426,43291.16093,39.0021111,-123.0856114,228.57,3D-V Fix,2.6,25,3.52,3.6,Pepperwood,2018-7-10 4:51:0,7/10/18 4:51
408,15416,15416,HRG 40 H1,H1,41735,43291.50013,43291.16679,39.0020242,-123.0855008,237.3,3D-V Fix,2.6,24,3.52,3.6,Pepperwood,2018-7-10 5:0:0,7/10/18 5:00
409,15417,15417,HRG 40 H1,H1,41735,43291.54236,43291.20903,39.0021258,-123.0854983,218.6,3D-V Fix,2.4,23,3.52,3.6,Pepperwood,2018-7-10 6:0:0,7/10/18 6:00
410,15418,15418,HRG 40 H1,H1,41735,43291.58352,43291.25019,39.0205436,-123.0828139,514.33,3D-V Fix,2.4,19,3.6,3.6,Pepperwood,2018-7-10 7:0:0,7/10/18 7:00
411,15419,15419,HRG 40 H1,H1,41735,43291.62534,43291.292,39.0019919,-123.0847703,227.41,3D-V Fix,1.6,21,3.52,3.6,Pepperwood,2018-7-10 8:0:0,7/10/18 8:00
412,15420,15420,HRG 40 H1,H1,41735,43293.167,43292.83367,39.0021328,-123.0853511,220.83,3D-V Fix,1.8,29,3.52,3.6,Pepperwood,2018-7-11 21:0:0,7/11/18 21:00
413,15421,15421,HRG 40 H1,H1,41735,43293.20847,43292.87514,39.0020911,-123.0855011,177.29,3D-V Fix,2.2,28,3.6,3.6,Pepperwood,2018-7-11 22:0:0,7/11/18 22:00
414,15422,15422,HRG 40 H1,H1,41735,43293.25012,43292.91678,39.0021261,-123.0854117,216.96,3D-V Fix,4.2,25,3.6,3.6,Pepperwood,2018-7-11 23:0:0,7/11/18 23:00
415,15423,15423,HRG 40 H1,H1,41735,43293.2919,43292.95856,39.0020853,-123.0854581,228.92,3D-V Fix,2,24,3.6,3.6,Pepperwood,2018-7-12 0:0:0,7/12/18 0:00
416,15424,15424,HRG 40 H1,H1,41735,43293.33368,43293.00035,39.0020569,-123.0854164,226.44,3D-V Fix,1.6,22,3.52,3.6,Pepperwood,2018-7-12 1:0:0,7/12/18 1:00
417,15425,15425,HRG 40 H1,H1,41735,43293.37521,43293.04188,39.0020636,-123.0854158,222.38,3D-V Fix,2.6,21,3.6,3.6,Pepperwood,2018-7-12 2:0:0,7/12/18 2:00
418,15426,15426,HRG 40 H1,H1,41735,43293.41678,43293.08345,39.0020592,-123.0852631,229.31,3D-V Fix,4,20,3.52,3.6,Pepperwood,2018-7-12 3:0:0,7/12/18 3:00
419,15427,15427,HRG 40 H1,H1,41735,43293.45868,43293.12535,39.0021122,-123.0853289,220.45,3D-V Fix,2.2,18,3.52,3.6,Pepperwood,2018-7-12 4:0:0,7/12/18 4:00
